name,num_fights,wins,W_KO,W_SUB,W_DEC,losses,L_KO,L_SUB,L_DEC,average_head_hits_to_ko,average_head_hits_to_chin,average_takedowns_to_sub,average_takedowns_to_subed,average_takedowns,average_knockdowns,average_knocked_down,average_taken_down
Cyril Asker,5,2,1,1,0,3,3,0,0,19.0,20.67,5.0,0,2.5,0.0,0.67,0.0
Damien Brown,6,2,1,0,1,4,1,0,3,20.0,13.0,0,0,1.5,1.0,0.5,1.5
Rob Wilkinson,2,0,0,0,0,2,2,0,0,0,35.5,0,0,0,0,2.0,0.0
Jeremy Kennedy,4,3,0,0,3,1,1,0,0,0,57.0,0,0,7.0,0.0,1.0,2.0
Timothy Johnson,7,4,1,0,3,3,1,0,2,14.0,11.0,0,0,1.5,0.25,0.33,1.33
Maia Stevenson,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,1.0
Joe Soto,8,3,0,2,1,5,3,1,1,0,45.67,2.0,0.0,1.33,0.0,0.8,1.2
Godofredo Pepey,11,5,1,3,1,6,3,0,3,4.0,14.67,0.67,0,0.4,0.2,0.67,2.17
Juliana Lima,7,3,0,0,3,4,0,1,3,0,0,0,0.0,3.67,0.0,0.0,1.75
Francimar Barroso,8,4,0,0,4,4,0,1,3,0,0,0,0.0,4.25,0.0,0.0,0.75
Sabah Homasi,3,0,0,0,0,3,3,0,0,0,30.0,0,0,0,0,0.67,0.33
Galore Bofando,2,1,1,0,0,1,1,0,0,6.0,20.0,0,0,1.0,1.0,0.0,1.0
Abel Trujillo,9,5,3,1,1,4,0,2,2,22.67,0,15.0,1.0,3.0,0.6,0.25,8.5
Oluwale Bamgbose,5,1,1,0,0,4,3,0,1,6.0,13.0,0,0,2.0,2.0,0.25,1.25
Erick Silva,14,7,2,5,0,7,4,0,3,9.0,36.75,1.2,0,0.86,0.43,0.71,3.14
Carls John De Tomas,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.0,1.0
Antonio Braga Neto,3,1,0,1,0,2,1,0,1,0,62.0,6.0,0,6.0,0.0,0.5,0.5
Angela Magana,3,0,0,0,0,3,1,1,1,0,34.0,0,3.0,0,0,0.33,1.67
DeAnna Bennett,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Christina Marks,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
Ryan Janes,4,2,1,0,1,2,0,1,1,121.0,0,0,0.0,0.5,0.0,1.0,2.5
Karine Gevorgyan,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,1.0
Ariel Beck,1,0,0,0,0,1,1,0,0,0,19.0,0,0,0,0,1.0,0.0
Michael Bisping,29,20,10,0,10,9,3,2,4,33.9,12.0,0,1.5,1.3,0.4,1.33,4.0
Wang Guan,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,0
Bobby Nash,3,0,0,0,0,3,3,0,0,0,16.33,0,0,0,0,1.0,0.0
Kailin Curran,7,1,0,1,0,6,1,2,3,0,55.0,11.0,1.5,11.0,0.0,0.0,2.5
Bharat Kandare,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,1.0,0.0
Bojan Velickovic,6,2,1,0,1,4,0,0,4,37.0,0,0,0,2.0,0.5,0.0,3.25
Ashkan Mokhtarian,2,0,0,0,0,2,1,0,1,0,40.0,0,0,0,0,0.5,1.0
Will Brooks,4,1,0,0,1,3,1,2,0,0,21.0,0,1.0,7.0,0.0,0.0,2.0
Anthony Hamilton,10,3,2,0,1,7,3,2,2,5.0,8.0,0,0.5,3.67,0.33,0.29,0.43
Nate Marquardt,25,13,6,3,4,12,5,0,7,14.0,14.8,11.0,0,2.54,0.92,0.58,1.42
Michel Quinones,2,0,0,0,0,2,1,0,1,0,54.0,0,0,0,0,0.0,3.5
Marcel Fortuna,3,1,1,0,0,2,0,0,2,11.0,0,0,0,1.0,1.0,0.0,1.0
Georges St-Pierre,22,20,5,3,12,2,1,1,0,34.6,13.0,30.0,2.0,4.5,0.45,1.5,4.0
Johny Hendricks,21,13,5,0,8,8,3,0,5,7.2,20.33,0,0,4.69,0.46,0.25,1.62
Hacran Dias,8,3,0,0,3,5,0,0,5,0,0,0,0,6.67,0.0,0.8,2.4
Christian Colombo,3,0,0,0,0,3,0,2,1,0,0,0,3.5,0,0,0.0,2.67
Jonathan Wilson,4,1,1,0,0,3,1,0,2,4.0,55.0,0,0,1.0,2.0,0.33,0.33
Marcin Held,4,1,0,0,1,3,1,0,2,0,12.0,0,0,12.0,0.0,0.67,0.67
Pearl Gonzalez,2,0,0,0,0,2,0,1,1,0,0,0,1.0,0,0,0.0,1.0
Marco Beltran,6,3,0,1,2,3,1,1,1,0,10.0,3.0,1.0,1.0,0.33,0.33,2.33
Takanori Gomi,13,4,2,0,2,9,4,4,1,18.5,9.5,0,1.0,0.25,0.5,0.44,1.33
Henrique da Silva,6,2,1,1,0,4,2,1,1,55.0,25.0,1.0,1.0,0.5,0.0,1.25,1.5
Chan-Mi Jeon,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0
Hyun Gyu Lim,7,3,3,0,0,4,2,0,2,25.0,27.5,0,0,0.33,1.33,1.75,1.5
Azunna Anyanwu,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Jason Saggo,6,3,2,0,1,3,1,0,2,14.0,27.0,0,0,3.33,0.33,0.33,3.33
Mitch Clarke,7,2,0,1,1,5,2,1,2,0,44.0,3.0,0.0,1.5,0.0,0.8,2.4
Adriano Martins,7,4,2,1,1,3,2,0,1,5.5,4.5,4.0,0,1.0,0.5,0.67,0.33
Bojan Mihajlovic,3,0,0,0,0,3,3,0,0,0,29.33,0,0,0,0,0.33,0.67
Abdul-Kerim Edilov,1,1,1,0,0,0,0,0,0,59.0,0,0,0,2.0,0.0,0,0
Andrew Holbrook,5,2,0,0,2,3,3,0,0,0,16.67,0,0,1.0,0.0,1.0,3.0
Hector Sandoval,4,2,1,0,1,2,1,1,0,22.0,7.0,0,3.0,2.5,0.0,0.5,2.0
Rafael Natal,17,9,1,1,7,8,4,0,4,43.0,12.0,36.0,0,4.0,0.56,0.75,1.0
Damian Grabowski,3,0,0,0,0,3,2,0,1,0,10.5,0,0,0,0,0.33,0.33
Frankie Perez,4,1,1,0,0,3,1,0,2,8.0,40.0,0,0,5.0,1.0,0.0,4.33
Chris Wade,7,5,0,2,3,2,0,0,2,0,0,7.0,0,2.8,0.2,0.0,6.5
James Mulheron,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0
Neil Seery,7,3,0,1,2,4,0,1,3,0,0,5.0,1.0,1.67,0.67,0.75,6.0
Charlie Ward,2,0,0,0,0,2,2,0,0,0,9.0,0,0,0,0,1.5,0.5
Leslie Smith,7,4,2,0,2,3,2,0,1,47.5,38.0,0,0,0.0,0.5,0.33,2.0
Daniel Omielanczuk,9,4,2,0,2,5,0,1,4,18.0,0,0,2.0,1.0,0.5,0.0,2.6
Travis Browne,17,9,7,1,1,8,4,1,3,15.57,30.5,11.0,3.0,1.22,0.67,1.12,0.88
Jesse Taylor,2,1,0,1,0,1,0,1,0,0,0,3.0,0.0,3.0,0.0,1.0,0.0
Nick Roehrick,1,0,0,0,0,1,1,0,0,0,75.0,0,0,0,0,0.0,1.0
Tom Gallicchio,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Joachim Christensen,4,1,1,0,0,3,1,2,0,24.0,10.0,0,0.5,0.0,2.0,0.33,0.33
Dennis Siver,20,12,3,2,7,8,3,2,3,27.0,30.33,6.5,0.0,1.08,0.58,1.0,2.62
Johnny Case,6,4,1,1,2,2,0,1,1,40.0,0,9.0,0.0,2.25,0.5,0.0,3.0
Josh Stansbury,3,1,0,0,1,2,1,0,1,0,13.0,0,0,0.0,0.0,0.5,0.5
Dong Hyun Kim,17,13,4,1,8,4,3,0,1,27.75,5.33,39.0,0,3.0,0.31,0.5,4.25
Tarec Saffiedine,6,2,0,0,2,4,1,0,3,0,35.0,0,0,2.0,1.5,0.25,1.25
Kwan Ho Kwak,2,0,0,0,0,2,1,0,1,0,13.0,0,0,0,0,0.5,5.5
Dominique Steele,5,1,1,0,0,4,1,0,3,35.0,14.0,0,0,11.0,2.0,0.25,1.0
Kiichi Kunimoto,4,2,0,1,1,2,0,1,1,0,0,5.0,3.0,2.5,0.0,1.0,2.5
Jim Wallhead,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.5,0.0
Alex Nicholson,4,1,1,0,0,3,1,1,1,6.0,23.0,0,3.0,0.0,1.0,0.33,1.67
Chris Camozzi,19,9,2,1,6,10,0,4,6,13.5,0,4.0,2.0,0.44,0.11,0.2,3.5
Reza Madadi,7,3,1,2,0,4,0,0,4,18.0,0,9.5,0,6.33,0.0,0.25,0.5
Nicholas Musoke,6,3,0,1,2,3,1,0,2,0,37.0,6.0,0,2.0,0.0,0.67,1.0
Michael McBride,2,0,0,0,0,2,1,0,1,0,32.0,0,0,0,0,0.5,3.5
Cindy Dandois,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Joe Proctor,8,4,2,1,1,4,2,1,1,14.5,17.5,0.0,0.0,0.0,0.5,1.0,2.0
Roy Nelson,19,9,8,0,1,10,1,0,9,14.12,28.0,0,0,1.78,1.0,0.2,1.1
Rashid Magomedov,6,5,1,0,4,1,0,0,1,52.0,0,0,0,0.8,1.0,0.0,3.0
Augusto Mendes,3,1,0,0,1,2,1,0,1,0,8.0,0,0,4.0,1.0,1.0,1.0
Nathan Coy,3,1,0,0,1,2,0,2,0,0,0,0,0.0,5.0,0.0,0.0,1.5
Anthony Johnson,19,13,11,0,2,6,1,5,0,11.73,12.0,0,1.4,1.46,1.0,0.0,1.17
Gegard Mousasi,12,9,5,1,3,3,1,1,1,21.6,17.0,9.0,4.0,1.0,0.22,0.33,3.33
Patrick Cote,20,9,4,0,5,11,2,3,6,26.75,26.5,0,2.0,1.11,0.67,0.64,2.73
Mike de la Torre,6,2,1,0,1,4,2,1,1,15.0,19.5,0,1.0,0.5,0.5,0.25,1.75
Brad Pickett,14,5,1,1,3,9,2,3,4,8.0,28.0,21.0,0.0,4.2,0.6,0.89,1.67
Scott Askham,6,2,2,0,0,4,0,0,4,6.5,0,0,0,1.0,2.0,0.25,1.75
Rony Jason,8,4,2,1,1,4,1,0,3,18.0,3.0,3.0,0,0.75,0.5,0.25,4.75
Garreth McLellan,5,1,1,0,0,4,2,0,2,87.0,17.0,0,0,4.0,0.0,0.75,3.75
Sam Sicilia,12,5,3,0,2,7,2,3,2,13.33,25.0,0,0.33,2.0,0.2,0.43,0.86
Alex Ricci,2,0,0,0,0,2,1,0,1,0,14.0,0,0,0,0,0.5,2.5
Reginaldo Vieira,3,1,0,0,1,2,0,1,1,0,0,0,0.0,5.0,0.0,1.0,1.5
Phillipe Nover,7,1,0,0,1,6,1,0,5,0,4.0,0,0,6.0,0.0,0.0,3.5
Roan Carneiro,9,4,1,1,2,5,1,2,2,19.0,22.0,18.0,0.0,4.5,0.0,0.2,0.2
Michinori Tanaka,5,2,0,0,2,3,0,0,3,0,0,0,0,6.0,0.0,0.33,3.0
Daniel Jolly,2,0,0,0,0,2,2,0,0,0,10.5,0,0,0,0,0.5,1.5
JC Cottrell,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.0,3.5
Viktor Pesta,5,1,0,0,1,4,2,1,1,0,23.5,0,0.0,11.0,0.0,0.25,0.0
Jocelyn Jones-Lybarger,3,0,0,0,0,3,0,1,2,0,0,0,1.0,0,0,0.0,0.67
Ronda Rousey,8,6,3,3,0,2,2,0,0,11.33,26.0,2.67,0,1.33,0.33,0.5,1.0
Brandon Thatch,6,2,2,0,0,4,0,4,0,10.0,0,0,1.75,2.0,1.5,0.25,2.0
Cole Miller,19,10,1,7,2,9,2,0,7,11.0,16.0,1.14,0,0.8,0.4,0.44,3.0
James Moontasri,6,2,1,1,0,4,0,1,3,5.0,0,0.0,1.0,0.0,1.0,0.0,1.75
Takeya Mizugaki,14,8,1,0,7,6,3,1,2,50.0,14.67,0,3.0,2.0,0.38,0.5,2.83
Fredy Serrano,4,2,2,0,0,2,0,0,2,8.5,0,0,0,4.0,0.5,0.5,1.0
Tim Kennedy,5,3,1,0,2,2,2,0,0,7.0,38.5,0,0,3.33,0.33,1.5,2.5
Valerie Letourneau,6,3,0,0,3,3,1,0,2,0,58.0,0,0,1.67,0.33,0.67,1.67
Zach Makovsky,7,3,0,0,3,4,0,0,4,0,0,0,0,8.67,0.0,0.0,2.5
Sean O'Connell,7,2,2,0,0,5,3,0,2,31.0,25.33,0,0,0.0,1.5,0.4,1.4
Joseph Gigliotti,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.5,2.0
Tiago dos Santos e Silva,4,2,0,0,2,2,1,0,1,0,15.0,0,0,1.0,0.0,1.5,2.0
Keith Berish,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Brendan O'Reilly,4,1,0,0,1,3,1,0,2,0,22.0,0,0,7.0,0.0,0.33,2.33
Elvis Mutapcic,3,0,0,0,0,3,1,0,2,0,41.0,0,0,0,0,0.33,1.0
Kyle Noke,12,6,3,2,1,6,0,2,4,16.0,0,5.5,0.5,1.83,0.5,0.33,1.67
Yusuke Kasuya,2,0,0,0,0,2,1,0,1,0,47.0,0,0,0,0,0.0,1.5
Seo Hee Ham,4,1,0,0,1,3,0,0,3,0,0,0,0,0.0,0.0,0.0,1.0
Richard Walsh,6,2,0,0,2,4,1,0,3,0,7.0,0,0,4.0,1.5,0.0,2.5
Jonathan Meunier,2,1,0,0,1,1,0,1,0,0,0,0,5.0,1.0,0.0,1.0,7.0
Geane Herrera,4,1,1,0,0,3,0,0,3,34.0,0,0,0,3.0,1.0,0.33,2.67
Guangyou Ning,4,2,1,0,1,2,0,0,2,30.0,0,0,0,2.0,0.0,0.5,1.5
Yao Zhikui,4,1,0,0,1,3,1,0,2,0,1.0,0,0,2.0,0.0,0.67,1.67
Ryan Bader,20,15,5,1,9,5,3,2,0,23.6,10.67,46.0,1.0,3.07,0.47,0.8,1.2
Manvel Gamburyan,14,6,0,3,3,8,3,1,4,0,10.67,10.0,0.0,5.0,0.17,0.62,1.38
Magnus Cedenblad,6,4,1,2,1,2,1,1,0,16.0,33.0,4.5,2.0,2.25,0.25,1.5,1.0
Kyoji Horiguchi,8,7,2,0,5,1,0,1,0,23.0,0,0,14.0,2.14,0.57,0.0,18.0
Ali Bagautinov,7,4,1,0,3,3,0,0,3,29.0,0,0,0,4.75,0.5,0.0,2.33
Anna Elmose,2,0,0,0,0,2,1,0,1,0,9.0,0,0,0,0,0.5,1.0
Milana Dudieva,3,1,0,0,1,2,2,0,0,0,35.0,0,0,5.0,0.0,0.0,1.0
Heather Clark,3,1,0,0,1,2,0,0,2,0,0,0,0,1.0,0.0,0.0,0.5
Erik Perez,9,7,2,1,4,2,0,1,1,15.0,0,19.0,2.0,2.71,0.43,0.5,2.0
Erick Montano,3,1,0,0,1,2,1,1,0,0,14.0,0,1.0,4.0,0.0,0.0,1.0
Jason Novelli,2,0,0,0,0,2,1,0,1,0,10.0,0,0,0,0,0.5,0.0
Chris Avila,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,3.5
Dan Henderson,17,8,4,0,4,9,3,2,4,13.5,6.67,0,1.5,1.5,1.12,1.0,1.78
Albert Tumenov,8,5,3,0,2,3,0,2,1,8.67,0,0,2.5,0.2,1.0,0.0,3.0
Lukasz Sajewski,3,0,0,0,0,3,1,1,1,0,36.0,0,1.0,0,0,0.0,1.0
Tamdan McCrory,9,4,1,2,1,5,2,2,1,12.0,7.5,5.5,0.5,2.75,0.0,0.6,2.2
Cody East,2,0,0,0,0,2,2,0,0,0,33.0,0,0,0,0,0.5,2.5
Kelly Faszholz,2,0,0,0,0,2,1,0,1,0,67.0,0,0,0,0,0.0,2.5
Antonio Silva,11,3,3,0,0,8,7,0,1,12.0,15.14,0,0,0.0,1.33,0.88,0.62
Hector Urbina,3,1,0,1,0,2,1,0,1,0,11.0,0.0,0,0.0,0.0,0.5,4.0
Glaico Franca Moreira,3,1,0,1,0,2,0,0,2,0,0,8.0,0,8.0,0.0,0.0,3.5
Kenny Robertson,9,4,1,2,1,5,1,0,4,8.0,15.0,4.0,0,2.0,0.5,0.2,2.4
Maximo Blanco,8,4,1,0,3,4,0,2,2,3.0,0,0,0.0,2.75,0.5,0.5,0.75
Augusto Montano,3,1,1,0,0,2,1,0,1,20.0,55.0,0,0,0.0,0.0,0.0,4.0
Leonardo Guimaraes,2,0,0,0,0,2,0,1,1,0,0,0,7.0,0,0,0.0,4.5
Joey Gomez,2,0,0,0,0,2,1,0,1,0,29.0,0,0,0,0,1.5,3.0
Caio Magalhaes,7,4,2,1,1,3,0,1,2,11.0,0,4.0,0.0,1.0,0.5,0.0,1.67
Sean Spencer,8,3,0,0,3,5,1,2,2,0,57.0,0,2.0,0.33,1.0,0.6,3.6
Josh Barnett,10,7,4,2,1,3,2,1,0,16.5,15.0,2.5,0.0,0.71,0.14,0.33,3.0
Tae Hyun Bang,5,2,1,0,1,3,0,1,2,32.0,0,0,0.0,1.0,1.5,0.33,4.67
Leandro Issa,5,2,0,2,0,3,0,1,2,0,0,5.0,0.0,5.0,0.0,0.0,0.33
Leandro Silva,7,3,0,1,2,4,0,0,4,0,0,12.0,0,4.0,0.0,0.0,3.25
Kevin Casey,5,1,0,0,1,4,3,0,1,0,30.67,0,0,3.0,1.0,1.0,1.0
Shane Campbell,5,1,0,0,1,4,2,1,1,0,22.5,0,2.0,4.0,0.0,0.75,1.5
Rick Story,19,12,2,2,8,7,1,1,5,27.5,22.0,20.0,3.0,3.33,0.5,0.14,4.0
Elizabeth Phillips,4,1,0,0,1,3,0,0,3,0,0,0,0,3.0,0.0,0.0,2.33
Lorenz Larkin,10,5,3,0,2,5,1,0,4,26.0,9.0,0,0,0.2,0.6,0.2,1.8
Alberto Uda,2,0,0,0,0,2,1,1,0,0,21.0,0,1.0,0,0,0.5,1.0
Horacio Gutierrez,2,0,0,0,0,2,1,0,1,0,7.0,0,0,0,0,0.5,2.5
Tatsuya Kawajiri,6,3,0,1,2,3,0,0,3,0,0,18.0,0,6.0,0.0,0.33,2.67
Francisco Rivera,10,4,3,0,1,6,0,3,3,17.67,0,0,0.67,1.75,1.25,0.67,2.0
Michael Graves,3,2,0,1,1,1,0,0,1,0,0,12.0,0,6.0,0.0,0.0,1.0
Cesar Arzamendia,2,0,0,0,0,2,2,0,0,0,14.5,0,0,0,0,1.5,0.0
Jim Alers,3,1,0,0,1,2,1,0,1,0,33.0,0,0,7.0,1.0,0.5,1.0
Michael McDonald,9,6,2,2,2,3,1,2,0,12.0,18.0,3.0,2.5,1.0,0.83,1.0,3.0
Josh Samman,5,3,2,1,0,2,1,1,0,9.0,28.0,3.0,2.0,1.0,0.67,0.0,3.0
Cristina Stanciu,2,0,0,0,0,2,1,0,1,0,18.0,0,0,0,0,0.0,1.5
Cody Pfister,4,1,0,0,1,3,0,2,1,0,0,0,1.0,8.0,0.0,0.33,1.67
Brock Lesnar,7,4,2,1,1,3,2,1,0,31.0,20.5,15.0,0.0,3.75,0.5,1.33,0.67
Enrique Marin,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.0
Thiago Tavares,18,10,1,5,4,8,5,0,3,8.0,18.0,8.4,0,4.2,0.0,0.88,1.62
Fernando Bruno,2,0,0,0,0,2,0,1,1,0,0,0,4.0,0,0,0.0,3.5
Cory Hendricks,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Anton Zafir,2,0,0,0,0,2,2,0,0,0,5.0,0,0,0,0,0.5,0.5
Mehdi Baghdad,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.0,1.0
Dileno Lopes,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0
Jerrod Sanders,3,1,0,0,1,2,1,1,0,0,8.0,0,0.0,4.0,0.0,1.0,0.5
Rory MacDonald,13,9,3,1,5,4,2,0,2,33.67,55.5,21.0,0,2.33,0.11,0.5,1.25
Steve Bosse,3,2,1,0,1,1,1,0,0,3.0,1.0,0,0,0.5,0.5,2.0,0.0
Chris Beal,5,2,1,0,1,3,0,1,2,16.0,0,0,1.0,3.5,0.5,0.0,1.67
Yan Cabral,5,2,0,1,1,3,1,0,2,0,18.0,11.0,0,5.5,0.5,0.33,1.67
Dominic Waters,3,0,0,0,0,3,1,0,2,0,5.0,0,0,0,0,0.0,1.67
Willie Gates,4,1,1,0,0,3,1,2,0,15.0,75.0,0,2.5,0.0,2.0,0.0,3.0
Chris Kelades,4,2,0,0,2,2,0,1,1,0,0,0,5.0,2.0,0.0,0.0,6.0
Clint Hester,7,4,2,0,2,3,2,1,0,34.5,43.5,0,0.0,1.25,0.75,1.0,3.33
Efrain Escudero,12,5,1,1,3,7,0,2,5,8.0,0,13.0,2.5,2.6,1.0,0.0,2.14
Gabriel Gonzaga,22,12,7,4,1,10,8,0,2,11.29,20.62,6.0,0,2.0,0.58,0.6,0.4
Igor Pokrajac,12,4,2,1,1,8,3,1,4,18.5,11.67,7.0,1.0,1.75,1.0,0.38,2.25
Ian Entwistle,3,1,0,1,0,2,2,0,0,0,29.5,0.0,0,0.0,0.0,0.0,0.5
Filip Pejic,1,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0.0,2.0
Robert Whiteford,5,2,1,0,1,3,0,1,2,14.0,0,0,3.0,3.5,0.5,0.0,3.67
Lucas Martins,7,4,2,1,1,3,2,0,1,32.0,26.5,0.0,0,0.0,0.75,1.0,2.33
Frank Mir,26,15,5,8,2,11,8,0,3,16.8,24.75,2.62,0,1.4,0.53,0.45,0.45
James Te Huna,10,5,3,0,2,5,2,3,0,13.33,3.5,0,1.33,2.2,0.4,1.2,1.4
Mark Eddiva,4,1,0,0,1,3,1,1,1,0,65.0,0,0.0,4.0,0.0,0.0,2.67
Rin Nakai,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.5
Viscardi Andrade,4,3,1,0,2,1,0,0,1,9.0,0,0,0,2.0,0.67,1.0,3.0
Tom Lawlor,11,6,2,2,2,5,0,2,3,11.0,0,8.0,0.5,2.67,0.5,0.0,1.6
Marcelo Guimaraes,4,2,0,0,2,2,2,0,0,0,39.5,0,0,3.0,0.0,0.5,0.5
Justin Salas,7,3,1,0,2,4,3,1,0,10.0,21.67,0,1.0,2.67,0.33,0.75,0.25
Mike Wilkinson,4,2,1,0,1,2,0,1,1,4.0,0,0,0.0,1.0,0.5,0.5,2.0
Chris Dempsey,4,1,0,0,1,3,3,0,0,0,6.33,0,0,4.0,0.0,0.67,1.67
Yaotzin Meza,6,2,0,1,1,4,1,0,3,0,4.0,6.0,0,3.0,0.0,0.5,2.25
Norman Parke,9,5,1,0,4,4,0,0,4,25.0,0,0,0,3.4,0.0,0.0,2.5
Martin Svensson,1,0,0,0,0,1,1,0,0,0,15.0,0,0,0,0,1.0,1.0
Joe Riggs,11,4,2,1,1,7,2,4,1,19.5,6.5,13.0,0.25,3.25,0.25,0.57,1.0
Daniel Sarafian,6,2,1,1,0,4,1,1,2,11.0,6.0,1.0,1.0,0.5,0.5,0.5,1.5
Jonavin Webb,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.5
Jared Rosholt,8,6,1,0,5,2,1,0,1,19.0,11.0,0,0,2.17,0.0,1.5,2.0
Rafael Cavalcante,5,1,1,0,0,4,2,0,2,11.0,30.0,0,0,0.0,1.0,0.25,4.0
KJ Noons,5,2,1,0,1,3,0,1,2,3.0,0,0,3.0,0.0,0.5,0.0,4.33
Noad Lahat,4,2,0,0,2,2,2,0,0,0,4.5,0,0,3.0,0.0,1.0,2.5
Masio Fullen,3,1,0,0,1,2,0,1,1,0,0,0,1.0,1.0,0.0,0.0,2.0
Matt Dwyer,4,1,1,0,0,3,1,0,2,10.0,4.0,0,0,1.0,2.0,1.0,0.67
Levan Makashvili,3,1,0,0,1,2,0,0,2,0,0,0,0,11.0,0.0,0.0,1.5
Felipe Olivieri,1,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0.0,2.0
Matt Mitrione,14,9,8,0,1,5,2,2,1,14.5,26.5,0,0.5,0.0,1.0,0.2,2.6
Daron Cruickshank,12,6,3,0,3,6,0,4,2,27.0,0,0,1.25,3.0,0.83,0.0,1.33
Diego Brandao,10,6,2,2,2,4,2,1,1,9.5,21.0,8.5,0.0,2.83,0.5,0.75,1.25
Tony Sims,3,1,1,0,0,2,0,1,1,8.0,0,0,0.0,1.0,1.0,0.0,3.0
Masanori Kanehara,3,1,0,0,1,2,0,1,1,0,0,0,0.0,4.0,0.0,0.0,2.0
Sheldon Westcott,3,1,1,0,0,2,1,0,1,33.0,57.0,0,0,6.0,0.0,0.0,3.0
Edgar Garcia,4,0,0,0,0,4,1,2,1,0,33.0,0,0.0,0,0,0.0,0.25
Sarah Kaufman,3,1,0,0,1,2,0,1,1,0,0,0,1.0,2.0,0.0,0.0,2.5
Danny Castillo,14,7,2,0,5,7,2,0,5,10.0,9.0,0,0,4.43,0.29,0.43,1.86
Hayder Hassan,2,0,0,0,0,2,0,2,0,0,0,0,3.0,0,0,0.0,3.0
Marcio Alexandre Junior,3,0,0,0,0,3,0,1,2,0,0,0,2.0,0,0,0.33,1.67
Marcin Wrzosek,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0
Konstantin Erokhin,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,3.0
Mike Pierce,14,9,3,1,5,5,0,1,4,11.33,0,31.0,0.0,3.44,0.33,0.2,1.6
Abner Lloveras,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
John Howard,14,7,2,0,5,7,3,0,4,5.5,22.67,0,0,4.43,0.29,0.43,3.57
Andreas Stahl,2,0,0,0,0,2,1,0,1,0,35.0,0,0,0,0,0.5,1.0
Emily Kagan,2,0,0,0,0,2,0,1,1,0,0,0,1.0,0,0,0.5,0.5
Benson Henderson,14,11,0,2,9,3,1,1,1,0,11.0,16.0,0.0,2.91,0.27,0.67,9.33
Yoshihiro Akiyama,7,2,0,0,2,5,1,1,3,0,11.0,0,0.0,6.0,0.0,0.8,0.8
Dongi Yang,5,2,2,0,0,3,0,0,3,34.5,0,0,0,3.5,1.0,0.33,1.67
Yui Chul Nam,3,1,0,0,1,2,0,0,2,0,0,0,0,4.0,3.0,0.0,4.5
Leo Kuntz,2,0,0,0,0,2,0,1,1,0,0,0,3.0,0,0,0.5,2.0
Scott Jorgensen,12,4,1,1,2,8,2,3,3,12.0,36.5,21.0,2.0,5.25,0.25,0.38,2.25
Vernon Ramos Ho,1,0,0,0,0,1,1,0,0,0,4.0,0,0,0,0,1.0,0.0
Valmir Lazaro,3,1,0,0,1,2,0,0,2,0,0,0,0,4.0,0.0,0.5,0.5
Akbarh Arreola,4,1,0,1,0,3,1,0,2,0,54.0,3.0,0,3.0,2.0,0.0,1.33
Anthony Perosh,12,5,2,3,0,7,5,0,2,16.0,13.8,3.0,0,1.8,0.4,0.57,0.57
Richie Vaculik,4,1,0,0,1,3,2,0,1,0,32.5,0,0,9.0,0.0,0.33,4.33
Danny Martinez,4,1,0,0,1,3,0,0,3,0,0,0,0,14.0,1.0,0.33,6.0
Steve Montgomery,2,0,0,0,0,2,1,0,1,0,8.0,0,0,0,0,0.5,2.5
Steve Kennedy,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.0,1.0
Piotr Hallmann,6,2,0,2,0,4,2,0,2,0,22.5,6.0,0,6.0,0.0,0.5,2.25
